event_category,event_group,event_subgroup,event_type,place,event_start_date,comments,fatalities,injured_/_infected,evacuated,estimated_total_cost,normalized_total_cost,event_end_date,federal_dfaa_payments,provincial_dfaa_payments,provincial_department_payments,municipal_costs,ogd_costs,insurance_payments,ngo_payments,utility_-_people_affected,magnitude,unnamed:_22
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Labrador,4/1/1914 12:00:00 AM,"Labrador, April 1, 1914. Seventy-seven sealers froze to death during a violent storm on the ice off the southeast coast of Labrador.  At the height of the storm, from March 31-April 2, the temperature was -23°C with winds from the northwest at 64 km/h.  Captain Wes Keane of the ""Newfoundland,"" his ship being stuck in the ice for three days, suggested to the sealers to walk across the ice to the hunt; and if the weather deteriorated they could take shelter on his father's ship; after a long walk, the men found no seals but came upon the ship ""Stephano"" commanded by Captain Abram Keane; they were taken aboard and sailed to the site of the hunt but told to walk back to their own ship after the hunt; the ""Newfoundland"" had no radio aboard; both ships left not knowing that the men were missing lost on the ice.",77.0,0.0,0.0,,,4/1/1914 12:00:00 AM,,,,,,,,0.0,0.0,
Disaster,Natural,Geological,Landslide,"Cooper Mine, Jane Camp BC",3/22/1915 12:00:00 AM,"Cooper Mine, Jane Camp BC, March 22, 1915. 56 dead, approximately 22 injured; a rock slide from above a portal of a mine wiped out half the buildings at a mine campsite, catching many miners in their bunkhouses.",56.0,22.0,0.0,,,3/22/1915 12:00:00 AM,,,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Wildfire,Cochrane and Matheson ON,7/29/1916 12:00:00 AM,"Cochrane and Matheson ON, July 29, 1916. Both were destroyed;  233 deaths (unofficially as high as 400), 8000 made homeless; the fire resulted from a small blaze started by lightening and augmented by fires started by sparks from a passing locomotive.",233.0,0.0,8000.0,,,7/29/1916 12:00:00 AM,,,,,,,,0.0,0.0,
Disaster,Natural,Biological,Epidemic,Across Canada,1/1/1918 12:00:00 AM,"Across Canada, 1918-1925. More than 50,000 dead, two million affected; as part of a world-wide outbreak, Spanish Influenza hit Canadians hard, affecting more than one quarter of the population. The Canadian Red Cross assisted 230 communities in 1918.",50000.0,2000000.0,0.0,,,1/1/1925 12:00:00 AM,,,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Tornado,Southeastern Saskatchewan,7/22/1920 12:00:00 AM,"Southeastern Saskatchewan, July 22, 1920. The tornado swept over a large portion of southeastern Saskatchewan, devastating the area. Four people died, more than a dozen were injured, and losses to property, equipment, crops and live stock were estimated to be in excess of $100,000 (1920 dollars). Many settlers lost both their homes and livelihoods in one sudden unexpected blow. Large scale relief was undertaken by the Canadian Red Cross to assist 42 affected families in Alameda, Frobisher, Lampman, Steelman, and Estevan SK.",4.0,13.0,,,,7/22/1920 12:00:00 AM,,,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Flood,Saskatchewan and Alberta,7/16/1986 12:00:00 AM,"Saskatchewan and Alberta, July 16-24, 1986.  A flood occurred on the North Saskatchewan River, several of its tributaries and on tributaries of the Athabasca River.  On July 22 and 24, Battleford and Prince Albert respectively experienced flooding. The floods resulted from heavy precipitation in the mountains, foothills and Great Plains regions, compounded by high antecedent soil moisture conditions.  Crops were destroyed and farm buildings were damaged.  Hundreds of homes were flooded and severe erosion occurred in some communities causing road and bridge damage and several washouts.  The extensive flooding also caused an overflow in several municipal sewer systems leading to sewer collapse. The event resulted in one death. Refer to the Alberta entry for more information on this weather system.",1.0,0.0,0.0,17889807.0,1636262.8,7/24/1986 12:00:00 AM,9484477.0,8405330.0,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Winnipeg MB,11/7/1986 12:00:00 AM,"Winnipeg MB, November 7, 1986. A major storm dumped 30 cm of snow on Winnipeg; winds gusting to 90 km/h produced severe blowing snow and zero visibility; 2 dead.",2.0,0.0,0.0,,,11/7/1986 12:00:00 AM,0.0,0.0,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Flood,Montreal QC,7/14/1987 12:00:00 AM,"Montreal QC, July 14, 1987. The city experienced severe thunderstorms and intense rainfall with 100 mm of rain in 1 hour. Major expressways were flooded with over three metres of water; in 30 minutes the subterranean Decarie Expressway was flooded with 3.6 metres of water; the sewer system was backed up, flooding approximately 40,000 homes and businesses; the subway system was closed; 2 dead: one from drowning in his car and the other was electrocuted.  There was also a tornado caused by the severe thunderstorm which uprooted large trees and toppled hydro lines.",2.0,0.0,0.0,64216681.0,5624818.8,7/14/1987 12:00:00 AM,6473041.0,13065640.0,,,,44678000.0,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Tornado,Edmonton AB,7/31/1987 12:00:00 AM,"Edmonton AB, July 31, 1987. 27 dead, 600 injured, 1700 homeless; widespread heavy rainfall from a powerful tornado hit Edmonton on July 31,1987; 300 mm of rain fell in 3 days; the Smoky, Wapiti, Simonette, and Kakwa Rivers rose up to 7-8 metres in some areas; the tornado touched down in Edmonton and moved northeast; hailstorms were reported during the tornado; much of the damage was caused by hailstorms accompanying the tornado.",27.0,600.0,1700.0,181125959.0,15865047.5,7/31/1987 12:00:00 AM,19948463.0,12800496.0,,,,148377000.0,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Heat Event,Ontario and Manitoba,7/5/1988 12:00:00 AM,"Central and Southern ON and Manitoba, July 5-11, 1988; 14 elderly people died in Ontario of heat related factors.   Toronto on July 7 had a high of 37.2°C (hottest day since 1953). Six afternoon highs >35°C; air pollution levels soared, power and water consumption soared to record levels.  On July 28 rotating black-outs eased the power drain with the potential of a complete power failure.  Ice companies were overwhelmed with order and quickly sold out.  Great Lakes water levels the lowest in more than a decade, with an expected further drop of 12.5 cm. Manitoba Hydro losses were $100 million in 1988; QB hydro cut sales to ON and US by 25%.",14.0,0.0,0.0,,,7/11/1988 12:00:00 AM,0.0,0.0,,,,,,128169014.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Cold Event,Yukon to Ontario,1/30/1989 12:00:00 AM,"Yukon to Ontario, January 30, 1989. Freezing caused pipes to burst in British Columbia; 30.5 cm of snow in one day in Edmonton and the temperature plummeted from +3°C to -26°C in 7 hours; 13 weather related deaths; 8 died in Alberta, 2 motorists died due to icy roads in British Columbia, and 3 farmers froze to death in Saskatchewan; there were 28 frostbite victims in Calgary; 20,000 were affected in a power failure in British Columbia; pipes burst, schools closed down, ferries were cancelled, roads closed, and airports were shutdown; 100 frostbite cases were reported in Calgary; extensive agricultural damage was caused.",13.0,100.0,0.0,,,1/30/1989 12:00:00 AM,0.0,0.0,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Nova Scotia,9/10/1989 12:00:00 AM,"Nova Scotia, September 10, 1989. Hurricane ""Gabrielle"" battered the coast of Nova Scotia with 6 to 9 metre swells and winds gusting to 150 km/h; one man was killed when a huge wave swept him into the ocean.",1.0,0.0,0.0,,,9/10/1989 12:00:00 AM,0.0,0.0,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Gulf of St. Lawrence QC,12/7/1989 12:00:00 AM,"Gulf of St. Lawrence QC, December 7, 1989.  Two ships, ""Johanna B"" and ""Capitaine Torres"", about 200 km apart, sank shortly after issuing distress calls during a brutal storm.  All 39 seamen aboard the two ships went missing and were presumed dead.",39.0,0.0,0.0,,,12/7/1989 12:00:00 AM,0.0,0.0,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Cold Event,British Columbia to Ontario,12/18/1989 12:00:00 AM,"British Columbia to Ontario, December 1989 Ã‚Â– January 1990. Two serious cold spells began on December 19-28, 1989; snow, wind, and ice knocked out power lines to 60,000 homes in southwestern British Columbia on January 17; 5 deaths in Manitoba were caused by exposure to the extreme cold; 2 deaths due to fatal accidents in Alberta; freezing caused pipes to burst in Ontario. Almost 65% of the BC's utilities 16,980,000 cubic metres reserve used up.",7.0,0.0,0.0,536488.0,43033.8,1/17/1990 12:00:00 AM,,,536488.0,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Avalanche,Banff AB,2/11/1990 12:00:00 AM,"Banff AB, February 11, 1990. Four people from Calgary were killed by an avalanche while cross-country skiing in Banff National Park.",4.0,0.0,0.0,,,2/11/1990 12:00:00 AM,0.0,0.0,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Flood,Western Alberta,5/25/1990 12:00:00 AM,"Western Alberta, May 25 - July 4, 1990. Heavy rains caused extensive flooding and runoff damage in a number of communities in Alberta during several separate periods. Rains fell from Peace River in the north to High River in the South. Flooding caused damage to public works, businesses, First Nation reserves, farmland, and extensive damage of private residences. Sewers backed up, roads and bridges washed out. The communities most affected were: Thorsby, Winfield, Calman, Mudhurst and Bentley. During late May, several rivers were 1.3-3m above their normal level and  on July 2-3, 100150 mm of rain fell on Central Alberta in 36 hours. Over 200 homes were damaged by flooding, and 4 were destroyed. 1 man drowned while crossing a river, and a woman was missing. * During the two week time period, approximately 34 families and 85 people were evacuated.",1.0,0.0,221.0,22147336.0,1694949.2,7/4/1990 12:00:00 AM,8229503.0,6395393.0,7522440.0,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Northumberland Strait (NS and PE),8/1/1990 12:00:00 AM,"Northumberland Strait NS and PE, August 1990. Six crew were killed when a cargo ship sailing south of Nova Scotia was battered by hurricane Bertha; winds and heavy rains damaged Prince Edward Island's corn and tobacco crops; huge surf pounded the island's coast, and up to 190 mm of rainfall was recorded in some areas.",6.0,0.0,0.0,4427167.0,338813.8,8/1/1990 12:00:00 AM,,,,,4427167.0,,,0.0,0.0,
Disaster,Natural,Geological,Landslide,Joe Rich and Southern British Columbia,6/12/1990 12:00:00 AM,"Joe Rich and Southern British Columbia, June 12, 1990. 3 dead. debris avalanche caused by heavy rains and flooding; washouts and mudslides closed sections of three highways (Highways 5, 33, 97) and reduced the TransCanada Highway to one lane near Revelstoke, British Columbia; four homes were destroyed by a mudslide 16 km east of Enderby; three houses were destroyed at Stoner Creek; 2 people died 10 km south of Vavenby caught in a mudslide; 2 others died in a demolished house 30 km southeast of Kelowna, also due to a mudslide.",7.0,0.0,0.0,18208847.0,1393534.2,6/12/1990 12:00:00 AM,4355578.0,5654135.0,8199134.0,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Madeleine Islands QC,12/16/1990 12:00:00 AM,"Madeleine Islands QC, December 16, 1990. The fishing trawler ""M.V. Nadine"" sank off the Madeleine Islands, Quebec, in high winds and three metre high waves, causing death by hypothermia of seven crew members and a fisheries researcher: there were two survivors: a coroner's report released in June 1992 blamed the loss of life and sinking of the vessel on a series of human errors: ill-fitting survival suits, malfunctioning navigational equipment, lack of automatic pumps, lack of safety measures and emergency drills for those aboard the vessel, and ship's officers untrained in emergency procedures.",8.0,2.0,0.0,397070.0,30388.0,12/16/1990 12:00:00 AM,,,,,397070.0,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Avalanche,Bugaboo Glacier Provincial Park BC,3/12/1991 12:00:00 AM,"Bugaboo, Purcell Mountains BC, March 12, 1991. Nine heli-skiers were killed in a massive avalanche in Bugaboo Glacier Provincial Park.",9.0,0.0,0.0,,,3/12/1991 12:00:00 AM,,0.0,0.0,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Southern New Brunswick,8/19/1991 12:00:00 AM,"Southern New Brunswick, August 19, 1991. 2 deaths; Hurricane Bob hit southern New Brunswick with winds gusting to 100 km/h after leaving a trail of destruction through the U.S. Cape Cod region.",2.0,0.0,0.0,7021214.0,508783.6,8/19/1991 12:00:00 AM,,,,,7021214.0,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Eastern Canada,3/15/1993 12:00:00 AM,"Eastern Canada off Cape Sable Island NS, March 15, 1993. March blizzards caused by a mid-latitude cyclone which moved up the North American eastern seaboard eventually claimed more than 240 lives; at one point over 3 million people were left without electricity. On the 15th, the storm caused the sinking of the 177 metre Liberian-registered freighter, ""Gold Bond Conveyor"". Loaded with gypsum, it sank about 200 km off Cape Sable Island in waves up to 20 m and winds gusting up to 120 km/h, after setting sail from Halifax, Nova Scotia, despite warnings of hurricane-force winds.  Most crew members were from Hong Kong; there were no survivors of the 33 aboard.",33.0,0.0,0.0,19866000.0,1392476.6,3/15/1993 12:00:00 AM,,,,,,19866000.0,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Montreal and area QC,1/5/1994 12:00:00 AM,"Montreal QC, January 5, 1994. Snowfalls of up to 25 cm, winds gusting to 70 km/hr, temperatures of 18°C or lower and almost zero visibility caused major highway accidents that killed at least 6 people near Montréal and caused up to 100-car pileups; airports, bus terminals and many highways, bridges and tunnels were closed; prolonged power failures left about 6000 homes in Montréal without heat or light overnight.",6.0,0.0,0.0,,,1/5/1994 12:00:00 AM,0.0,0.0,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Avalanche,Blanc Sablon QC,3/10/1995 12:00:00 AM,"Blanc Sablon (lower north coast) QC, March 10, 1995. An large snow storm provoked an avalanche (2000 m³ of snow).  Two people were killed, a house destroyed, 24 residences were evacuated. The avalanche affected 69 people in total.",2.0,0.0,69.0,368160.0,25216.4,3/10/1995 12:00:00 AM,,,368160.0,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Ontario,12/10/1995 12:00:00 AM,"Southern Ontario, December 10-11, 1995. An early Snowstorm hit southern Ontario with 1015 cm of snow accompanied by wind gusts of up to 90 km/h and a temperature of -40ºC. The storm caused the closing of highways, shopping centres and bridges, including the Peace Bridge between Ontario and New York. Muskoka airport and weather office were evacuated and Bracebridge had to enforce its municipal emergency plan. An elderly man's death was attributed to the storm.",1.0,0.0,50.0,,,12/11/1995 12:00:00 AM,0.0,0.0,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Winter Storm,"Ontario, Quebec and New Brunswick",1/4/1998 12:00:00 AM,"Ontario, Quebec and New Brunswick, January 4-10, 1998. Freezing rain (50 to >100mm) fell in a corridor extending from Kingston-to Ottawa-to Montreal to the Monteregie area south and east of Montreal, and on into New Brunswick, caused massive power outages. At the height of the disaster: More than 200 Quebec communities declared a disaster; 1,291,500 residences (affecting 3,228,750 people) were without power; 57 Ontario communities declared a disaster; 250,000 customers (1,500,000 people) were without power in Eastern Ontario.",35.0,945.0,17800.0,4635720433.0,304647564.1,1/10/1998 12:00:00 AM,665387416.0,42560837.0,17661738.0,2018484288.0,166306876.0,1712248000.0,13071278.0,4828750.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,45 miles southwest of the islands of Saint-Pierre-et-Miquelon,1/16/1998 12:00:00 AM,"45 miles southwest of the islands of Saint-Pierre-et-Miquelon, January 16, 1998.  The bulk carrier ""Flare"" broke in 2 due to severe weather conditions during its trip from Rotterdam to Montreal.  21 members of the 25-member crew died in the accident.",21.0,0.0,0.0,5109358.0,335773.8,1/16/1998 12:00:00 AM,0.0,0.0,5109358.0,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Avalanche,Kangiqsualujjuaq QC,1/1/1999 12:00:00 AM,"Kangiqsualujjuaq QC, January 1, 1999. The Inuit community of Kangiqsualujjuaq, grieved after 9 died in Quebec's worst avalanche. Four adults and five children died in the tragedy after tonnes of snow came cascading down the sheer face of a 365-metre-high cliff at 1:30 am on January 1, knocking out a wall and swamping those inside the gymnasium where the New Year's Eve party was being held. Some of the 25 injured were in critical condition and 10 other buildings were evacuated.  ",9.0,25.0,,6400400.0,413373.5,1/1/1999 12:00:00 AM,6400000.0,,,,,,400.0,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Ontario,1/3/1999 12:00:00 AM,"Southern Ontario, January 3, 1999. Eleven people died January 3 while shovelling heavy wet snow from one of the fiercest storms to hit southern and central Ontario in years. Cities were buried under 40 cm of snow. The storm - which also packed powerful wind gusts up to 70 km/h, ice pellets and freezing rain - moved in a line from Windsor northeast to Ottawa and Quebec.  Many airports, including Pearson International in Toronto were closed.",11.0,7.0,0.0,168469000.0,10880667.4,1/3/1999 12:00:00 AM,0.0,0.0,,,,168469000.0,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Quebec and New Brunswick,7/31/2008 12:00:00 AM,"Quebec and New Brunswick, July 31 to August 4, 2008. Storms and heavy rainfalls pounded the regions of Beauce, Temiscouata and Gaspésie in eastern Quebec and neighboring northwest New Brunswick. A deluge of more than 100 mm of rain caused severe flooding, which washed out dozens of roads in the region. Two individuals were killed when floodwaters swept their vehicle into a lake in the eastern Temiscouata region of Quebec. Over 50 sections roads were washed out, including small bridges as well as two cottages that were destroyed in Quebec by the heavy rain. In New Brunswick, a state of emergency was declared in Glazier Lake where 74 residents had to be air lifted to safety after a flashflood washed out sections of a provincial highway.",2.0,0.0,74.0,1499116.0,78831.7,8/4/2008 12:00:00 AM,1499116.0,,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Winter Storm,"Greater Vancouver Area, Southern BC",12/24/1998 12:00:00 AM,"Greater Vancouver BC, December 24-29, 1998. A snowstorm dropped 30 cm of snow on Greater Vancouver.  Winds gusted up to 80 km/h.  Accidents occurred along most major roads creating major delays, and ploughs were called in from outside communities to assist.  A water main burst due to freezing and caused the evacuation of 10 homes for several hours.  The storm lasted until December 29 causing 2 deaths in the Okanagan, and 2 injuries in Vancouver.",2.0,2.0,10.0,,,12/29/1998 12:00:00 AM,0.0,0.0,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Southern BC,2/21/1999 12:00:00 AM,"Southern BC, February-March 1999. Two powerful windstorms hit the Lower Mainland of British Columbia with winds exceeding 100 km/h.  On February 21, power was cut to 13,000 homes and waves up to 1.8 m caused the cancellation of many ferry runs. On March 3, a windstorm forced the cancellation of many ferry routes, the closing of major highways, and causing power outages to 50,000 customers.  Half a dozen waterfront homes were flooded, some destroyed by large waves. Three men went missing after taking a boat for a test run in Howe Sound.",3.0,0.0,0.0,,,2/21/1999 12:00:00 AM,,,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Toronto ON,1/13/1999 12:00:00 AM,"Toronto ON, January 13-15, 1999. Less than 2 weeks after Toronto was dumped with 40 cm of snow (see 1999.002), another major storm dumped 78 cm of snow on the city, bringing the total to 118 cm. The storm shut down parts of the city's transit system and left thousands stranded.  An estimated 1.4 million commuters were unable to use public transit. Pearson airport cancelled 70 flights and delayed others, schools were also closed.  Mayor Mel Lastman declared a second snow emergency and called in the military to help with snow cleanup, and city protection. More than 430 soldiers set up residence in Toronto.  Brawling between commuters ensued January 13, when the subway shut down.  Snowblowers from all over Ontario, and even PEI were called in to help.  At least 2 deaths occurred in Southern Ontario. Other areas that were affected were Chatham-Kent region, which also called in for military assistance.  The storm affected virtually all 7.1 million residents of Southern Ontario and continued east on January 15 to wreak havoc on the Maritimes.",2.0,0.0,0.0,122000000.0,7879440.3,1/15/1999 12:00:00 AM,,,,72000000.0,,50000000.0,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Avalanche,Glacier National Park BC,12/7/1999 12:00:00 AM,"Glacier National Park, BC, December 7, 1999.  One skier was killed and four others injured after being swept up in a wall of snow that rumbled down a mountain in B.C.'s Glacier National Park. The 400-metre-wide slide occurred on the west shoulder of Mt. MacDonald in a popular back-country skiing area.",1.0,4.0,0.0,,,12/7/1999 12:00:00 AM,0.0,0.0,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Tornado,Pine Lake AB,7/14/2000 12:00:00 AM,"Pine Lake AB, July 14, 2000.  A tornado hit Pine Lake at 300 kilometres an hour, killing 12 people and injuring more than 140.  Close to one-thousand people were displaced from a campsite as their recreational vehicles were damaged.",12.0,140.0,1000.0,3385331.0,212913.9,7/14/2000 12:00:00 AM,190216.0,3195115.0,,,,,,0.0,0.0,
Disaster,Natural,Biological,Epidemic,Walkerton ON,5/19/2000 12:00:00 AM,"Walkerton ON, May 19 - July 14, 2000. E. coli O157:H7 and Campylobacter jejuni bacteria contaminated Walkerton's drinking water supply through Well 5, sickening more than 2,300 people and killing six.  The primary contamination source was manure spread on a farm near Well 5.  Contributing factors to this disaster, as identified by the Report on the Walkerton Inquiry, included failure to use continuous cholorine and turbidity monitors, improper operating practices at the Walkerton Public Utilities Commission, and the provincial government's budget reductions to the Ministry of Environment.",6.0,2300.0,0.0,0.0,0.0,7/14/2000 12:00:00 AM,,,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Quebec,2/10/2001 12:00:00 AM,"Quebec, February 10, 2001. Freezing rain, heavy snow and wind caused road accidents and homelessness. Six died in weather-related motor vehicle accidents.",6.0,11.0,30.0,143895000.0,8827914.1,2/10/2001 12:00:00 AM,,,,,,143895000.0,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Avalanche,Western Canada,1/21/2003 12:00:00 AM,"Golden, Fernie, Valemount, Nelson, Revelstoke, Durrand Glacier BC and Rogers Pass, Connaught Creek Valley, Okotoks, Mt. Terry Fox, Lake Louise, Rocky Mountains AB, January – April 2003.  Deadly avalanche season since 1970 claimed 30 lives in Western Canada.  The higher death toll was in part due to unusual weather patterns brought by an El Nino winter.",30.0,,2.0,,,1/21/2003 12:00:00 AM,,,,,,,,0.0,0.0,
Disaster,Natural,Meteorological - Hydrological,Flood,Oxford and Truro NS,3/31/2003 12:00:00 AM,"Oxford and Truro NS, March 31, 2003. Heavy rains and snowmelt caused flooding in communities on the Atlantic coast. States of emergency were declared in the towns of Oxford and Truro NS where 150 and 120 people respectively were evacuated from their homes. Two people died as there car was swept off the road by flood waters in Pinehurst. Nova Scotia's Transportation Department has reported that the flooding has destroyed or damaged 47 bridges and has affected 200 roads. See Prince Edward Island and Newfoundland entries for more information on this event.",2.0,3.0,270.0,25485948.0,1487506.7,3/31/2003 12:00:00 AM,21065353.0,4420595.0,,,,,,0.0,0.0,
